"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
041fbdb9-b854-4ca5-9b56-8b2fe78a6767,8b96866e-7b41-4531-9739-a7949a643628,"#N/A","#N/A",ef5e08bc-bf21-4bb1-8986-be87874497d9,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
043b4d2a-b20d-43f4-a2b4-0324d568eb0c,ffe972ed-b4df-4ce7-ba6f-e41876e7b9f6,"#N/A","#N/A",42dc85b5-352b-4379-97ab-4069fa63b714,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04526778-e69f-462e-9a0b-08df03c1b087,90351565-4efe-42c1-9799-cff1692cc281,"#N/A","#N/A",8fcf5c7c-fbf0-4f54-be00-29268a7a8398,"#N/A",false,"#N/A",Medium,"#N/A",Pending Approval,Password Reset,"#N/A","#N/A","#N/A",Problem,"#N/A"
04a1aad3-e892-4f1e-b809-067f7e3ccf96,019dae55-0cf9-4022-9c2a-2c953c3505f6,"#N/A","#N/A",3ef1fb3c-1c9e-457c-a1d9-76c93f2e7989,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04b73bf4-bc37-4a66-8cd2-a36264fd6c03,dd7aa370-3adc-4903-b991-689e0650445b,"#N/A","#N/A",daf6530e-f95d-4050-994a-f293192edc81,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04d44532-b5f9-404a-8014-39a202d5dd94,412abe38-a115-4e42-bb4f-b75180bccc70,"#N/A","#N/A",b528decf-3622-4269-9844-6c359ffb287c,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
04d61739-deca-4f2f-93e6-553221538b7e,684eb176-be4f-4392-8474-70c54e6d219e,"#N/A","#N/A",e0039b3b-23e6-4270-ad5b-4fc448b6fe7d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04ff17c5-21dd-4c9a-8bd3-f049e2e39e9d,8b9afaba-dae4-4a1f-94c0-ca12b0b7ed14,"#N/A","#N/A",0f039301-7b32-4f01-9baf-66d9c954c97f,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
052818d5-30a6-4833-8166-95384fc18892,5e4ef8a3-c6cf-457a-99a4-7fb2476bd65a,"#N/A","#N/A",fe86af79-b972-4c10-8a05-ed7e3ba2e4e6,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
052a5c54-9079-437a-851b-b185d727ca3f,1d4cff12-31ba-4d45-b698-ca04cfb7d5ea,"#N/A","#N/A",ddd43c49-ce96-4dad-96d2-beab0cd02c7b,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
055ed896-3966-4177-a94d-e89688a993e4,ad14c7ce-41a5-42cc-b9f5-9b6d187a66aa,"#N/A","#N/A",005703bb-8da7-4faf-9ddd-4ff2fe36747c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
057594cd-5e99-4f0c-8819-58ae6b6c54ad,1a33715f-0314-4ee5-b1c5-dc9392fb56b4,"#N/A","#N/A",8024e620-1c24-44e1-9429-1e76e5a9d289,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
05d7b8f7-3647-4e8c-81e3-53029b9b3da1,78bb7195-822a-4a98-b559-370c79fc31d8,"#N/A","#N/A",b945e738-a72d-43b3-aa88-3072daf2a232,User Needs Help,false,"#N/A",Medium,Existing problem,New,Increase number of licenses,"#N/A","#N/A","#N/A",Question,"#N/A"
05f159b0-d808-40cb-9b94-2303517a754b,8c1a3e6b-3327-49ec-b65a-fdf8474eae9f,"#N/A","#N/A",65f2453c-df41-47f1-afb1-dd4ed47fcaba,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,ID not getting picked up.,"#N/A","#N/A","#N/A",Problem,"#N/A"
060f27c1-fd3c-40a9-83ec-05c736f909f7,73d1bfc3-acbe-4ffe-84c8-68c3ee9a3853,"#N/A","#N/A",7e1e76f0-9477-44f8-af20-6d1ab5cf73c8,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
061bc14d-cf73-476c-a784-51a33f4152e7,11fcdef4-422d-4f4e-aa8b-81893f648a93,"#N/A","#N/A",140674f7-0170-490b-a984-f8c47cb6d4f1,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0620d240-5ce1-430a-9403-60cd8f689227,e7b38228-733b-4eb7-bfc7-62054bd5a536,"#N/A","#N/A",80083c42-e9ce-418c-bf69-581dcd3752e3,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0692212c-b33a-40a2-89c1-139aaa8479cc,a19295db-238b-45c9-a942-68b5aae0f017,"#N/A","#N/A",8e12d1fe-7f5e-472f-956c-51fe0c0448ed,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
069a951c-acc4-49cd-b77a-7bf5d6d598d2,78bb7195-822a-4a98-b559-370c79fc31d8,"#N/A","#N/A",93c023f6-fa0c-4d2f-9c80-d322b129d247,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
06c0d0dc-4d04-432d-9d88-56ebb19e5f84,76bd825b-0131-409e-ada3-873bf32d19ba,"#N/A","#N/A",eaa611ff-3ea5-4062-8d7f-0a1ca454bdb2,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
06d12c7a-9792-40dd-81a4-ec06be1aaab6,2a6019d7-2746-4925-a99f-174ae650a991,"#N/A","#N/A",a42c75d0-a9b2-4729-a7aa-08256896c0e1,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
06d5fd06-b052-4eed-be04-5c1499d4bfcb,e459732c-55d9-41c8-91a4-31d63da6845c,"#N/A","#N/A",a2061117-bf54-4ffe-9223-4541adf3ad20,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
070843e3-74fc-4836-9d7c-5c3b70e1cfe3,019dae55-0cf9-4022-9c2a-2c953c3505f6,"#N/A","#N/A",d13d6923-e053-4155-bcda-4c4a99543aa6,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
072454e7-8273-4b83-919d-7e98f0b3b482,df1dd990-1a11-4637-96e4-41cd46d0a7a4,"#N/A","#N/A",e543bdae-60da-4f05-8fc0-69d66b398130,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
073033d4-fb68-4dd7-b83c-eed10c6e28df,9f013e3f-f415-423f-ac32-10f23e8cba43,"#N/A","#N/A",efcce29e-0b88-4893-afd8-55439d48ebaa,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
07844a19-9ef4-4571-a23a-acc69b8e8667,ad14c7ce-41a5-42cc-b9f5-9b6d187a66aa,"#N/A","#N/A",bb9fe862-bc0d-4ade-903c-27bf1c8d7495,User Needs Help,false,"#N/A",Medium,User didn't attend training,Rejected,Access Restriction,"#N/A","#N/A","#N/A",Question,"#N/A"
0788c550-eaef-40e0-9894-1d2b43dcba99,83924908-60a6-4880-9f3a-08af6317ae58,"#N/A","#N/A",4560ee92-0a0d-471a-8712-23d726762e69,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
07bdd503-81a7-425e-8e16-4b6bbf40a598,74d39bdb-cc63-42b2-857e-c103255abb54,"#N/A","#N/A",85b336a1-bc1b-402d-ba76-e76b60110fec,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
07c5bb64-552a-4eaf-928c-4581b7242d84,b15aa874-4e8d-43de-a23d-284ff93fbe6b,"#N/A","#N/A",226b0133-6acf-4fcf-81a7-5bee345267df,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
07e90a02-9e43-4117-871a-e2db9702fd30,3a39c6f1-b4ea-408c-ba51-f6e37934a091,"#N/A","#N/A",71970b22-c723-4486-8d06-427ede6d9cd6,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
07f1b9f0-50c8-431b-a51e-fb4c72db60dc,7e14f274-7fb7-438c-ae43-f4ad9fc598fe,"#N/A","#N/A",88c6dd9b-48fe-487f-9418-6d8692921e72,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
07fc9806-3a73-4e8d-a852-bcfcd359b588,ec79b0b6-5e90-442a-b6d7-c1b89f430f80,"#N/A","#N/A",ff835951-501c-49f5-a4f6-c79927d549e2,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
080a01c1-d273-40e4-af66-8d3bf5d47ef9,e52670aa-c680-48c8-90ed-a52609582833,"#N/A","#N/A",3617fe02-6f7c-4377-9f70-bb0b68efc3b8,EMEA Case,false,"#N/A",Medium,User didn't attend training,New,Using attachments as templates,"#N/A","#N/A","#N/A",Problem,"#N/A"
08895ae2-84a2-4668-8512-8d4582a04144,8e56782e-bd14-4f52-957d-a58a65cf1395,"#N/A","#N/A",f125fe15-245d-41f1-80e8-6a1cf53097b3,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08c02cd1-c88c-4fe1-a7fa-97c72e1adf1c,04732900-5bfa-4d70-979b-792e4e441d6f,"#N/A","#N/A",5dbe3775-7736-415e-85a9-d2413a110412,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
091c6204-284f-4fad-a5c9-4ceddd009103,9b080977-a044-46cd-8f30-27365cb31b41,"#N/A","#N/A",3428c2f6-ebfb-4437-a2fd-a2e02e7cbfeb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
091e02e4-7326-4b49-8a93-e148d4ced777,97837d0e-359f-4ef0-923d-07ee95d363cf,"#N/A","#N/A",d297580d-f671-4637-81a2-2f010b75d29b,Unsure how much I owe this month.,false,"#N/A",Medium,Instructions not clear,Approved,Current Balance,"#N/A","#N/A","#N/A",Question,"#N/A"
0926177b-8182-44e7-bb0a-00e4ce3b8754,18848458-9759-47fb-9377-87e9aaf0ff52,"#N/A","#N/A",1bb272f3-13ab-4ad0-8554-84473eb35209,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
09b74572-c385-4a67-b682-13c82a93df83,0483e6b8-3ce7-41ad-847f-8d30cde5c3e6,"#N/A","#N/A",5950fde1-315b-4f77-b4e1-572e753188c6,I can't find my last billing statement and am unsure how much my bill should be this month.,false,"#N/A",Medium,User didn't attend training,New,How much do I owe on my bill?,"#N/A","#N/A","#N/A",Question,"#N/A"
09d90517-ae09-4b7e-ab13-dbd8cb3e7a72,569681a5-15c6-4bfb-a894-aef4afd1454b,"#N/A","#N/A",8a72f171-a9e5-4084-b5f6-6993e79958bc,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0a350a73-5843-434c-93e1-1198cae3e82f,e6c09d6d-c870-4f02-b3a0-9e6978efa073,"#N/A","#N/A",7c365fef-9d56-40a3-a95b-a8324147d228,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0a713cb9-6ddb-4784-ba31-fc11b3a6e54a,09989463-e44f-4e4f-866d-c899695f0e0a,"#N/A","#N/A",567edd41-6a37-4e24-8bb6-75989de2c117,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0abafc8f-7a42-413c-9aed-27dde7ddcbdf,96e5719e-e266-4424-8aff-d293db12ae84,"#N/A","#N/A",eace8818-8338-4caa-abab-a8911331fe97,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0ac190be-533f-4c99-98b6-19f08b98fbf4,a8e1ad77-8543-4778-ba90-f25e181bc963,"#N/A","#N/A",762d8bb0-0348-406b-aecc-274d38f9994e,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0acb4e6b-780c-4d7f-afe0-a6795ebad7a7,ab1a0bad-08f0-4f98-bda1-c9347b451339,"#N/A","#N/A",6082ff87-c18c-4702-9c6f-4f5a5fc1a5f6,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0adc77f7-5c87-4bc1-b263-f7176f017a4e,302e6394-5bfe-4f1e-b5d0-bd0ad7afa314,"#N/A","#N/A",5eab1a7f-f566-43f9-bc83-ab96688b3af1,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0af565ce-8d9f-4c28-884b-4261127bfc47,73d1bfc3-acbe-4ffe-84c8-68c3ee9a3853,"#N/A","#N/A",2ae01187-149f-4bc7-b77f-e58951ad5f32,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0b6d1661-e94b-40eb-b395-1cb8d5ae3255,fe154241-d476-4e12-9039-4a44e66ff0d0,"#N/A","#N/A",e8b820aa-46a4-4ec2-87bd-1ceffcb02f05,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0b8501a6-4508-4dfa-b066-3ea1c4618503,0b8919da-ea45-4e06-b735-5f9fef92d61c,"#N/A","#N/A",3e1cb090-202b-4443-b1b8-3941ef07833a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0b8cd6cb-b8d7-4987-ab56-8127d4766eb1,c0cbc5f3-9da3-4a29-b470-7eaa25962ff2,"#N/A","#N/A",b24e814d-c9a8-4bb7-894f-59c42739dcc8,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0ba02652-60c9-498b-967d-723bc9871839,a29f372e-7084-417e-8e2f-491ef35212f4,"#N/A","#N/A",e04d318e-4dbc-4a03-bfc0-be4479d9e9d0,EMEA Case,false,"#N/A",Medium,User didn't attend training,Closed,How to use parameters,"#N/A","#N/A","#N/A",Problem,"#N/A"
0bf3d126-2b47-4488-960b-89c0d3b81d52,a3d60b7a-f869-4b37-b326-3b33d151fe40,"#N/A","#N/A",bacd38fb-62ff-4b75-ae32-dcdd51ccc464,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0c427136-857d-4c13-b604-0a89fb5af605,b4da4a92-38fe-4efb-b44b-a74e53ce6e5e,"#N/A","#N/A",205a1053-a920-444d-8b5e-ee8afa71c456,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,Assistance with Template Manager,"#N/A","#N/A","#N/A",Question,"#N/A"
0c576ba7-f232-4e45-9dbc-0c3377dc4d29,fe154241-d476-4e12-9039-4a44e66ff0d0,"#N/A","#N/A",ee663055-e00d-4e79-98d1-a424a6be6401,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0c699ed4-29a9-4481-8cbb-90b6ea9cf98e,1a33715f-0314-4ee5-b1c5-dc9392fb56b4,"#N/A","#N/A",e79112c6-48a2-49a8-a82a-ba1d066927f6,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0c8b09f7-43b2-4ce1-8bb9-76a1cdd8b20f,7c9bf751-32c6-4f4f-83ae-fbcb4d6abbb4,"#N/A","#N/A",39f03d8f-241d-4bb7-be0f-a3707cd6f0d0,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0c95100f-556f-40a2-82e6-18f3b9e91bc4,d0fea710-3684-43dd-a776-b6fcb3b1f32e,"#N/A","#N/A",13808de0-5c20-4dc1-8b7d-4dbc81b0b53a,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0cd8ab0c-d446-46f5-972c-bb0e9ef395df,a33a3c73-1584-4e93-bfc2-9326b7ab4d64,"#N/A","#N/A",d7b798f0-2a21-482a-9c09-75136417c257,We received our new widgets but need assistance installing them to work with our customized implementation.,false,"#N/A",Medium,Complex functionality,Rejected,Need help installing widgets,"#N/A","#N/A","#N/A",Problem,"#N/A"
0d0b752f-fec1-4d8f-b95f-197c15697ce4,8e56782e-bd14-4f52-957d-a58a65cf1395,"#N/A","#N/A",b490a504-d3a5-42b5-9b59-7c500d2fec29,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
