"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
0399ff82-5817-4136-8699-8241ae74304c,74d39bdb-cc63-42b2-857e-c103255abb54,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
045de365-1c58-42a2-a780-4fb78ccc60c6,7b557bf6-0df4-49a0-8f62-68f481cea5a5,500000.0,2020-07-24,"#N/A",Initial deal for 5000 widgets. We expect follow-on business with a potential upside of 40000 additional widgets over the next 12 months.,Closed,false,Advertisement,salesforce.com - 5000 Widgets,Closed!,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,New Business,"#N/A","#N/A",false,"#N/A"
049debf1-bf61-44fc-9ab4-92a152ab647e,71109d60-af04-4437-9343-6692d77f94e2,72395.0,2022-07-23,"#N/A","#N/A",Omitted,false,"#N/A",Podcat - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
052a7a84-0c8a-4732-824c-2ec6273338c7,601e3dd4-1eff-47b6-915c-4dac3cb2009d,26050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Wordtune - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
058c9023-fe80-446a-9bb7-148e8905404c,95bad7c6-e62f-414c-8135-7c74be1ffef0,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Jabberstorm - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
05adad09-c07a-4ef7-9084-7c470c1203b4,45b976f5-d206-43ca-b747-231669bcda42,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Zoomcast - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
05e68502-69f7-475a-9ce1-299ac7d3e7cf,35d0b137-0864-4ef6-8f12-2c21ad9b7461,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Zoovu - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
06721d6f-3bd8-42cf-a013-23dc8527816c,e459732c-55d9-41c8-91a4-31d63da6845c,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Talane - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06d6d5ed-012f-4d3d-9e1d-2ce525fc50b2,cd689f6a-1113-4095-a8c2-80eeef11d1be,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Realcube - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
06edd92a-47ea-4d0d-b749-58d91a9be5aa,8e56782e-bd14-4f52-957d-a58a65cf1395,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
07019bbe-3892-4954-bb14-15693b3645ac,20e1de47-e25c-49a3-b21a-f37b150b1c8b,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Omba - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
072a1fcb-6772-43ac-91de-bab85e0dc71f,fe154241-d476-4e12-9039-4a44e66ff0d0,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Babblestorm - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07c146ab-f333-4a32-9b52-3bfb8cab40bd,8b96866e-7b41-4531-9739-a7949a643628,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Voonix - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
07fb01fe-07a0-4838-ad14-5a12c3e3902d,8adbcdc9-66a1-4b5a-8770-98bb79a09663,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Voomm - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
081d119c-0be4-416d-83f0-922c8d21af53,48083d1e-71af-4db1-a130-bcb28eaacf1e,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Gabcube - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
083a9401-4744-46bc-89b9-d4ff535c4701,cd689f6a-1113-4095-a8c2-80eeef11d1be,72395.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Realcube - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
08c5d70e-493f-4111-b613-4027d997c854,18848458-9759-47fb-9377-87e9aaf0ff52,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Voolia - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0981b609-6a92-4701-9863-fa0b803b3079,faf7a7b6-8d36-4eeb-9bed-d246df826f71,72395.0,2021-04-04,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a240240-9a14-42ee-a079-f60763eed345,569681a5-15c6-4bfb-a894-aef4afd1454b,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Rhynyx - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a6f5611-9f71-404c-a852-b15e246531a6,cc176418-81fd-4e16-9392-dc6e37c8abc6,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Thoughtstorm - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0ab80a4e-cd7b-4ff8-8ed3-c7b50b82aa31,c0cbc5f3-9da3-4a29-b470-7eaa25962ff2,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Shufflester - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0ad0754e-e0cc-4a0e-8356-3028d634487c,3a39c6f1-b4ea-408c-ba51-f6e37934a091,83690.0,2023-02-10,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0ae51ef6-22c1-4338-9a98-6d6305ee6eb7,058c58d3-cdc5-40e9-9a4f-79e63b39aff2,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Yakitrit-Germain Hospital - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0b42a475-921e-4da1-af3a-cfd1548eb107,72772ed0-a86c-4163-b058-1402cc1b6f0f,11550.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0b8ee230-b9dd-4492-b0d3-019e25bc50c3,a8e1ad77-8543-4778-ba90-f25e181bc963,73995.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0c7e7e3e-faf7-4e5c-a7cb-b24b87748bbf,dd7aa370-3adc-4903-b991-689e0650445b,72395.0,2022-07-21,"#N/A","#N/A",Pipeline,false,"#N/A",Meembee -Complete Starter Package,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0d1625f6-abeb-4c63-8a0f-16a55fe7291b,7ded6593-bc7d-4e02-9371-a5c5394c446d,"#N/A",2023-05-05,"#N/A","#N/A",Pipeline,false,"#N/A",Realfire - New Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0dde3b17-20ec-40fb-9721-2086103e04f0,014e5889-3c4d-406c-af88-d96c82a21fd7,22975.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Divavu - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e8fe9fd-f5f7-4b50-aae0-18e06e4fbe5a,569681a5-15c6-4bfb-a894-aef4afd1454b,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f02eb4b-266e-4416-a653-e5ce383bc98c,76bd825b-0131-409e-ada3-873bf32d19ba,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Devcast - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0f1c9c35-af50-408a-9db1-cbbcf12f6093,586bc15b-1713-4ad9-b305-a54d0357f774,20550.0,2023-04-05,"#N/A","#N/A",Pipeline,false,"#N/A",Mybuzz - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0fb6b616-fd41-4757-923d-c623a0ce9916,96e5719e-e266-4424-8aff-d293db12ae84,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Topicblabh-Sto Associates - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0fff8b05-5fd4-4be2-a353-2f1c4d64e19e,9ff4e204-b1bf-4b82-8614-f7e8e45c344f,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
104857ec-5a72-4f2b-a97f-55ad484863d9,d3d2ef89-ec57-4bcb-90ef-e56ed297ed02,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Browsedrive - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1065710c-69eb-41cd-9763-2aaa154a90e6,0203a234-26bb-430b-bd27-5f8b58176667,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Jazzy - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1164c0f5-012b-4f47-abdc-556a35674ca6,693cf7c8-4412-435f-9dca-d3a100d36d08,34995.0,2023-02-14,"#N/A","#N/A",Pipeline,false,"#N/A",Uidoo - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1181bd88-6344-4e43-873b-6bc541c0595d,d84cbaef-dd3c-442b-a92a-27c521ff3a42,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Yakidoo - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
12a4a653-6dfa-4878-a2cc-0e59cb401a23,622d79f8-3213-4f95-ba83-a395ef8bb023,34995.0,2022-12-24,"#N/A","#N/A",Pipeline,false,"#N/A",Skyba - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
12ad8ce2-9240-49d1-b50f-fe772ac15810,6b0f0ed2-c69a-4cfe-89fb-d51f026fe255,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Oloo - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12bf3ee8-32da-4d42-a88b-69208c7a1192,0b8919da-ea45-4e06-b735-5f9fef92d61c,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Oodoo - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12df0658-c154-4de5-9eb3-692d6abde85f,3424b031-e3f4-4192-a06b-5be16cce1cd3,29995.0,2022-08-07,"#N/A","#N/A",Closed,false,"#N/A",Browseblabc-Morales Corp. - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12f58edd-6572-4f96-aed3-5e6b19283c4d,7e14f274-7fb7-438c-ae43-f4ad9fc598fe,34995.0,2023-02-14,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
13a77775-b2df-4ec8-b12b-b826a39c9cc4,71918481-707c-454b-9a5c-f3f11f11c222,11550.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Topiclounge - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
13ae020e-25a6-4934-a555-ac527abef70e,eedb30b8-930f-4b7d-914b-0d76c41d12d8,72395.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
145267e9-9dd5-453f-8040-18fe57fb3eac,a8e1ad77-8543-4778-ba90-f25e181bc963,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Dazzlesphere - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14ec590a-5b4d-4b6e-8937-d3e0e99ad595,76bd825b-0131-409e-ada3-873bf32d19ba,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Devcast - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
14fc9865-29b2-4782-b15e-00e18725c4a9,0a86ce42-b509-4973-a304-a144d2b9afa3,34995.0,2023-02-04,b3b661d9-67e1-4a02-afa5-f2c46132ee61,"#N/A",Pipeline,false,"#N/A",Meevee - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1574726b-c84b-4093-a985-cdfca4c08369,9f013e3f-f415-423f-ac32-10f23e8cba43,18350.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
15834c58-0037-4dff-b724-b94287ef4d92,18848458-9759-47fb-9377-87e9aaf0ff52,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
159258ad-17a0-45e6-8354-83adc91cdaca,c4055c50-df83-4d3a-aeb3-4c391b63359d,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Eadel - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
15ee4f76-6ed6-4a16-9a6f-44efa4d5640d,ff83428f-fcbb-411f-8708-8a56e96744f2,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Pixoboo - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1612b253-8632-4889-929e-2d2999b604d8,48083d1e-71af-4db1-a130-bcb28eaacf1e,11550.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Gabcube - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1643267d-5c3a-4ca3-bf7e-e4f7e9f6b042,7227f31b-512e-413e-bd5d-a1a47a985fb4,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Kwimbee - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
16c71572-73b0-40aa-b178-93fa0c23ea70,35294a11-bc02-4507-96ec-99bff1f513a6,72395.0,2022-09-06,"#N/A","#N/A",Omitted,false,"#N/A",Brightdog - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
17290d77-53fb-4930-b872-33986ea83cb5,d0fea710-3684-43dd-a776-b6fcb3b1f32e,72395.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz -SOW 3,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
17c45efa-1a34-44f8-8a93-153fbd72aebd,35d0b137-0864-4ef6-8f12-2c21ad9b7461,72395.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Zoovu - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
