"Guid","Description","OpportunityId","Product2Id","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
00cb24df-adb6-4da2-b5cc-3bbaa4025122,"#N/A",7d696fb7-b259-4d6e-be69-618b87b82ef2,de67e596-9488-4d02-8fc1-7cc2d75aa1c1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
00f117f2-f505-4bf2-93a8-1bd539a1957a,"#N/A",3204a53b-3b5a-49e2-b8a7-747eb6d8ba2c,417c0668-18c6-401b-a44d-1e1cd1f37fb6,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
0101601b-f710-4dea-b891-b1c5acaea33a,"#N/A",6362ed53-8f5e-4997-90dd-e995634a19e9,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
010807bb-4eb0-49df-9f3a-cea10c619057,"#N/A",083a9401-4744-46bc-89b9-d4ff535c4701,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0108ae18-f60b-49e0-bfc6-6290ad79d6fb,"#N/A",0981b609-6a92-4701-9863-fa0b803b3079,a8deab44-2777-4fc5-a9e3-c86b0d17f053,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0111e141-bae4-466d-8a3e-69ea9a8ba228,"#N/A",0399ff82-5817-4136-8699-8241ae74304c,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
011b08e2-1559-4d6d-b3da-3548cc29bd21,"#N/A",b2bc12d4-dec5-4775-9dfd-2efe6f057828,2eea59a3-225c-4cb4-8485-d192cb10f217,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
013f1a48-8888-42f4-9360-457dabaf410a,"#N/A",6f6a81a7-043f-4458-83d3-25cda9983154,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0149ab4f-3b73-42f8-8ced-b8deebc42fbf,"#N/A",f753f2ea-b190-4b05-b54a-22de13560b38,c900e94a-97b7-4fc9-9244-5761f5ccf205,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,400.0,"#N/A"
014e55f2-c585-430c-b0de-43e1bcf716b9,"#N/A",d7ccab93-e53e-41ac-903b-161e23d60550,c900e94a-97b7-4fc9-9244-5761f5ccf205,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0151ae7a-e798-4eea-a746-e35103604177,"#N/A",f80aac7e-c530-4674-8bf0-67be4b1f71fc,9475e6fe-7e77-4c52-86d3-b323f42f5a80,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
01525ed8-c078-4e86-ba2e-0e5a6d448c3e,"#N/A",7adeadf4-fe69-46cf-8bd4-c46c0647861d,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01691750-8a77-47ee-a275-8edb0f453ae9,"#N/A",64e8f276-bce7-45b7-8a7f-cd10b6d8dcb7,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
01862bd1-3095-4cea-aca1-f1affd9afda7,"#N/A",049debf1-bf61-44fc-9ab4-92a152ab647e,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0188b7ff-9cab-44ce-8dd6-86e2b78d73a6,"#N/A",b7805a90-8df7-4a0b-ac60-5a7a4d5ffcfe,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
018a0f8d-58ec-4c77-8cf5-e6eadef8437d,"#N/A",d7e9fc9f-3c5a-4bf4-93a8-87c6ff0885bf,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
018c891d-3a22-4c84-a35e-8a396509cbb5,"#N/A",cf44dd60-064e-48b7-a121-c35e9ee127aa,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
0192045a-def5-4b6a-a6d6-f9b5d7d07942,"#N/A",2df0ae3f-aef3-4ab9-9c6a-8620118e28f6,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
01ad546e-b8a2-4cf8-a331-51535f05d586,"#N/A",ee206e45-15b9-442e-951e-b57f5233d698,2eea59a3-225c-4cb4-8485-d192cb10f217,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01bbed87-54c0-4fce-bab4-1e4b7ca51bfe,"#N/A",17290d77-53fb-4930-b872-33986ea83cb5,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01c4df39-4e2c-4b6f-b75b-d2abd954be1f,"#N/A",8885ec12-355a-4a82-87aa-93303a7cdb4f,9e012f08-fae2-4c97-8c6e-e9a59840f812,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
01cc689e-1346-4796-a9e9-e3a4cc79ab29,"#N/A",eaf41716-7d83-4f34-85bb-5fd67a27fcc5,441041b0-6176-433c-8cf6-459548ba2bcf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
01d472fc-fe1e-45f0-b77c-27e5ace17cec,"#N/A",df69d035-7218-4d69-a94e-2270eadfd4a1,c900e94a-97b7-4fc9-9244-5761f5ccf205,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
01dd108c-8f7a-44d4-9517-0b18ff443dc7,"#N/A",783695c1-f0e5-4d8f-b0fb-4c479b7bd03d,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
01fb746a-0e9b-4ea9-b694-3982895f94ae,"#N/A",35cb3bc7-4413-4913-9f71-463a3cac1e4a,2eea59a3-225c-4cb4-8485-d192cb10f217,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01fed8ac-7f97-4eaa-9c34-94a7d511f53e,"#N/A",ef531f8a-04f7-4ccc-a97a-146fd13bf232,441041b0-6176-433c-8cf6-459548ba2bcf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0209ed16-aa77-4f68-bd47-c6b5513e11b1,"#N/A",1bf24359-6e84-413e-afd3-edf348bc1e19,a8deab44-2777-4fc5-a9e3-c86b0d17f053,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
021ba250-f331-4625-92d1-6569e04c0560,"#N/A",b3f3f19d-073d-4f09-8c23-3b509b3f4145,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
021db8a3-aeb0-4b47-b2f1-3d17b21e0599,"#N/A",b4e4e5da-f602-4f04-97cc-f1e59e95f69f,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
022af62b-375b-4ec1-9b8e-c2e4a9e678cd,"#N/A",e0b70882-d9ca-4ff5-9435-894566a55c84,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
023705ed-8641-4a1f-a742-baffc0926674,"#N/A",6ce520da-ca13-4a06-8c91-2b2e27c060b9,de67e596-9488-4d02-8fc1-7cc2d75aa1c1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02595a15-9d46-40d9-af95-464c342c4658,"#N/A",52e52fa3-3ce5-4cb7-a202-7f5249e28ec0,02c5ac4f-942d-4f2c-b12c-f85d49619cd7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
025a7fe0-b09c-4dbf-8618-ec3b8836f3e3,"#N/A",96609dad-bf86-4417-81a0-968035d42573,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
0290fb04-1a26-4303-89dd-77d88daf2574,"#N/A",f90522b2-3f1d-474b-aa45-d59b8d3a0a96,417c0668-18c6-401b-a44d-1e1cd1f37fb6,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
02a5b7f0-8738-44d6-85cb-aa6b81ed3546,"#N/A",43a0e183-4bd4-4ea9-8a8e-4e2c32908e0b,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02b087bf-024f-4a15-a10a-04042d760a9d,"#N/A",5aa329e0-1557-49eb-b0db-37c462ca91a3,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02e07c93-4d06-4297-9b04-1e7f873de92d,"#N/A",a3cb8851-1bed-410f-a829-c5726a6eb733,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02e0cdb6-91bd-4174-8a43-97e27a19d17b,"#N/A",a9a010da-546a-4088-bd04-e4e8af688980,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02e346e7-1fd0-4df3-b339-071958922b0d,"#N/A",61fa957a-8fbb-4afd-b274-308963416f96,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02fdbb8b-4401-444e-978b-8f031627f6fe,"#N/A",c53a5ea3-1c60-43d9-a169-e94cade94109,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02ff5ed9-449d-4598-a4a0-018a612ffb5a,"#N/A",d71553a1-797d-49fb-8714-4c2af0591358,9e012f08-fae2-4c97-8c6e-e9a59840f812,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
030c878f-31c9-483f-9f71-2e86e7c01e93,"#N/A",049debf1-bf61-44fc-9ab4-92a152ab647e,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
031cd804-5d43-4d8d-99c3-7cfc93aa7e55,"#N/A",684c3e6b-819d-4118-8ef2-6f4e87478783,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
034b789e-1701-41fc-bf0b-94404d1fffec,"#N/A",499e4de1-a471-4a21-8939-c77336256279,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03524e6b-d6cb-4696-a3ff-9346488653a6,"#N/A",4838bccd-7a93-4034-b760-b6ade75c2937,c900e94a-97b7-4fc9-9244-5761f5ccf205,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
03528662-5b4d-49d8-904e-2b7341c545a6,"#N/A",2133d3a7-9736-4b86-afc7-3c074646e519,fbe8b869-1072-497c-bd66-937d87f7fa18,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,500.0,"#N/A"
0352fd4f-32b4-410e-afe5-ea9430d271de,"#N/A",2ebb3de1-7edf-41cf-8fc0-500f154c4047,441041b0-6176-433c-8cf6-459548ba2bcf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0358639f-24e1-4ffa-b966-887bfecf5c2c,"#N/A",efa9c0be-d044-44af-8be2-a8613c0b0253,65a9bf02-1970-486c-9ad6-8de309b012f5,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
036ee219-ea68-48bf-a468-6cf94ce42fd8,"#N/A",a456c3d9-b5da-4e27-a735-53cc3cd573cc,48a73c92-ddc3-4eda-ad20-10a15fa51489,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
03750f26-7f41-4b7d-89ec-47db3b85587f,"#N/A",ff12d91a-4547-41f1-8026-6a61e0338635,48a73c92-ddc3-4eda-ad20-10a15fa51489,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0377b43d-c267-40b3-9bf1-cfc9e8165d9b,"#N/A",7cbe0c7e-cb8b-4133-ab89-aebc940864b4,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0380432a-c9a8-4873-8fab-d66c387ca198,"#N/A",e08e80ca-1c34-433e-b985-5770eb56764b,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03830c7e-5c4d-445d-9738-612442dec628,"#N/A",0981b609-6a92-4701-9863-fa0b803b3079,de67e596-9488-4d02-8fc1-7cc2d75aa1c1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03911079-de9e-4d67-bb67-b41c493b66d5,"#N/A",9cde89d0-29ee-450a-936f-1bcdda095b34,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03914743-8a99-49c6-ae5d-9209a3399a06,"#N/A",e2c84c67-3199-4dd5-93eb-8dd0823ee32e,9e012f08-fae2-4c97-8c6e-e9a59840f812,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
03aae145-d236-4ad8-8156-3f44d26bc69e,"#N/A",fc0b63ac-d23b-40f0-90f5-a37c222a3d4b,a8deab44-2777-4fc5-a9e3-c86b0d17f053,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03ba765b-69aa-48fd-b508-ba34b72a8152,"#N/A",a2e22b71-d87c-4a3f-904d-2ef8119ec5c8,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03c74b75-7835-45a1-92b6-260571f2ceb3,"#N/A",17290d77-53fb-4930-b872-33986ea83cb5,2eea59a3-225c-4cb4-8485-d192cb10f217,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
03cff3f8-3834-4de3-844a-6d9015c9e54f,"#N/A",15ee4f76-6ed6-4a16-9a6f-44efa4d5640d,417c0668-18c6-401b-a44d-1e1cd1f37fb6,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
03ed5fce-f38c-4065-97b3-9845594f7a9e,"#N/A",9355f977-c133-49f1-81a1-dfbc34b9dc1f,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03ff9212-4cba-4b58-b1fb-718767865575,"#N/A",7cb888cc-0b13-49a3-8014-2402877452a5,a8deab44-2777-4fc5-a9e3-c86b0d17f053,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04043d0c-3a22-4cb8-8556-7ca209e47511,"#N/A",0ad0754e-e0cc-4a0e-8356-3028d634487c,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04076dd6-6f29-4c54-bbc2-758fa845df95,"#N/A",c5a49f2d-0b36-4f9f-aa70-90adff67fd51,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
043c61a0-c09e-4660-84c5-18fdc4942a83,"#N/A",8a687c93-8bc0-4fab-a164-daec2af7b996,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
044374d1-3cc7-429c-9ba7-08d6aee83727,"#N/A",9b19dfc6-cbf1-4fc6-a738-585073be5ce1,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04732a49-e2ce-424f-9d94-ed4efec30434,"#N/A",30af4d4f-5bdd-4f56-9823-8bd188318ef0,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04786fc1-081e-4075-b58a-a38ad8c37592,"#N/A",8f0c2c82-cda0-48b9-828c-fcb751029956,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0484ad79-27f2-4321-a413-39ad74340ba1,"#N/A",d6f49388-06f4-4467-b8e0-d55c64b56c0b,65a9bf02-1970-486c-9ad6-8de309b012f5,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
0485cd11-26c9-418d-90dc-2d427ed936e9,"#N/A",2df0ae3f-aef3-4ab9-9c6a-8620118e28f6,441041b0-6176-433c-8cf6-459548ba2bcf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
049687d5-3466-4b67-b8a7-437f61e891e4,"#N/A",70023289-599c-47d8-b663-575602b5f3cb,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04a556f6-478b-4925-901c-dddc3010db4b,"#N/A",c0b7f8c9-c85e-45a3-9dc2-d19acdbbf0ec,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
04d02618-03ed-4f57-9804-cf99f7861460,"#N/A",45a2658f-d5ef-4d9b-8eb1-155d3cd71a23,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04d419d9-1c56-475d-bb48-c2d8626e9349,"#N/A",ed46c242-93dd-4069-aaca-43e260295cda,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04dcd12b-dcaa-4f30-b0df-cd9c03d35008,"#N/A",a34169d8-222f-4202-96cd-ea81d1521944,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04e99a2a-55a2-46c3-ba3c-554f81ef41c1,"#N/A",8c8632f9-2b51-4119-abea-62dd92ce9627,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04f3e80f-aab1-4eef-ab21-6198c3c045a3,"#N/A",432ca642-8321-4bc6-907c-fd8514816631,2e2d3acb-b203-4266-b80b-0ee676a08e48,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04f8aabd-714d-4063-96f4-ca8b6a0ed990,"#N/A",e1ca434b-feec-43ab-b2d6-f7ffe3c693bd,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05079ba7-902d-48d1-8321-6f4ec22d00f4,"#N/A",028ac222-b7fa-4459-86cb-78bc776ab775,60520861-dda2-4901-b228-998dde9c2b89,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
052c04bd-b47c-481b-a92a-5014cbd207ed,"#N/A",70f356cd-a854-4c11-a533-abb7a7ecb2ea,c900e94a-97b7-4fc9-9244-5761f5ccf205,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
05322348-f381-42cd-85fa-f0d3de448450,"#N/A",4c3e0687-b04e-4dad-83ff-3401a9788268,fbe8b869-1072-497c-bd66-937d87f7fa18,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0558b150-38bd-48c7-9be6-aeee7d2bc7b0,"#N/A",49aae486-7b62-4b2b-ac42-5dba84e3df45,b26bb6f4-3be7-4132-a1bf-a16dd91229e9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0583c8e5-9eb1-4aaf-aa91-3339b362dbcf,"#N/A",da06339f-4778-4665-9c0c-5923e7b0675f,2eea59a3-225c-4cb4-8485-d192cb10f217,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
059c0054-0818-4794-9a33-57a3b4ceee74,"#N/A",b23b92d9-9828-42b2-9577-3ae7979610d6,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
05c2f784-d711-4ecc-858d-3e55d0aad550,"#N/A",0ad0754e-e0cc-4a0e-8356-3028d634487c,a8deab44-2777-4fc5-a9e3-c86b0d17f053,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7990.0,799.0,"#N/A"
05c6ba85-9698-4329-86ea-494141725ac4,"#N/A",dfb42e7b-11c3-468c-bf9a-2099992e5c18,417c0668-18c6-401b-a44d-1e1cd1f37fb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05d76036-623c-476a-aa06-d2ee8e6c3b6d,"#N/A",7b12e520-997e-4553-be15-463532412780,65a9bf02-1970-486c-9ad6-8de309b012f5,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
05dd3e81-21de-4291-abe0-010316538c09,"#N/A",a8c6f7a0-fbc2-48ee-ac90-50f4a2ed2049,9e012f08-fae2-4c97-8c6e-e9a59840f812,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
05e72256-fb23-47cd-93a0-77ed456705a6,"#N/A",f9e22cca-14f0-4655-878e-08700af3a7d6,0d4d6d1b-7a6c-49ea-b2d4-76d9815c584c,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
